Key,Type,Desc,中文 [zh],English,Japanese
Talk/1218,Text,,哦？三千剑映三千我，你真能认得出这世上每一把飞剑？,Oh? Three thousand swords reflect three thousand selves—can you truly recognize every flying sword in existence?,へえ？三千の剣に三千の私が映るけど、あなたは本当に、その一本一本を見分けられるのかしら？
Talk/1219,Text,,非你？呵呵，那今天我倒要让你这静剑，狠狠的动一动了！,"Not you? Heh, then today I'll make your still sword move in a frenzy!",あなたじゃない？ふふ、じゃあ今日はこの静剣を、存分に動かしてあげる！
Talk/122,Text,,…此箭灵蚀，绝不留情…,... The arrow of spiritual erosion spares none...,…この矢は霊を蝕む…容赦はしない…
Talk/1220,Text,,一折纸，一滴墨，倒是文雅，（嗅嗅），不过……难掩污秽啊……,"A fold of paper, a drop of ink—quite the elegant affair, (sniff sniff), but... it can't hide the filth...",折った紙と一滴の墨、で風流だけど（くんくんと嗅いで）、汚れは隠し切れないわ…
Talk/1221,Text,,呵呵，此时，此地，此状态，就现在，小家伙，我要看到你的“能力”~,"Heh. Right here, right now, in this state—little one, I want to see your ""abilities""~",ふふ…今、ここで、この状態で、あなたの能力を見たいわ～
Talk/1222,Text,,…照着抄可不算什么真本事………尤其还是拾人牙慧的东西……,Plagiarism is no talent... especially when it's just a cheap imitation...,…真似するだけじゃ、本物じゃないわ…ましてや、他人の二番煎じだなんて…
Talk/1223,Text,,有些游魂呀，总会给自己找个主人，似乎，脖子上没栓根链子，就缺了点什么呢……,"Some wandering souls always want a master for themselves, as if without a chain around their neck, they feel incomplete...",迷える魂はね、いつも主人を探してるの。首輪がなくちゃ、落ち着かないみたい…
Talk/1224,Text,,口舌之术……哼哼，来把我的剑，舔干净……,"Sharp tongue... Hmph, now come lick my blade clean...",口先の術？…ふふん、じゃあ私の剣を、舐めて綺麗にしてごらんなさい…
Talk/1225,Text,,我的小奴隶，你为什么不多奉献一些呢？我可惜很喜欢你的哀鸣呢……,"My little slave, why don't you offer more? I do rather enjoy your wails...",私の可愛い奴隷さん…どうしてもっと捧げてくれないの？あなたの悲鳴、大好きなのに…
Talk/1226,Text,,溺鲤……带给这个世界绝望吧……,Drowned Carp... Bring despair to this world...,泡鯉…この世界に絶望をもたらしなさい…
Talk/1227,Text,,呵呵……这份窒息感觉如何？是不是离死亡更近了一步呢？,Heh... How does the suffocation feel? Have you drawn closer to death?,ふふ…窒息する感じは、どう？死にまた一歩、近づいたんじゃない？
Talk/1228,Text,,哼哼，不过是一条溺死的鱼，倒还真苟活下来了……,"Hmph, a fish meant to be drowned, still clings to life...",ふん…ただの溺れた魚が、よくも生き延びたものね…
Talk/1229,Text,,以身为鼎，供养天魔……当真有趣……,Serving as a vessel to nourish the Celestial Demon... Truly amusing...,身を鼎として、天魔を養う…面白いじゃない…
Talk/123,Text,,……尸姬大人赐福的妖弓……,... The demonic bow blessed by the Lady Zombie...,…屍姫さまの祝福を受けた影弓…
Talk/1230,Text,,欸呀欸呀，似乎有什么东西在控制不住往外流呢……,Dear me... Something seems to be leaking out by itself...,あらあら、何かが抑えきれずに溢れてるみたいね…
Talk/1231,Text,,吞尽一切，把灵力榨干，一滴~都不剩……,"Devour all, drain the mana... to the last drop...",すべてを呑み込み、霊力を絞り取るわ。一滴も残さずにね…
Talk/1232,Text,,清风随我……,The breeze follows me...,清風、来い！
Talk/1233,Text,,接招吧！,Take that!,喰らえ！
Talk/1234,Text,,唔……,Mm...,…ぐっ
Talk/1235,Text,,不过如此……,How disappointing...,この程度なの…
Talk/1236,Text,,看掌！,Take this!,喰らえ！
Talk/1237,Text,,一指，洞穿！,"One finger, to pierce all!",指一本で、穿つ！
Talk/1238,Text,,唔……快，放我出去……,Uh... Le... let me out...,くっ…早く、出しなさい…
Talk/1239,Text,,不敬阴司……死吧……,Disrespecting the Netherworld... Die...,陰司に無礼な…死ね…
Talk/124,Text,,……腐化……之箭……,... Arrows... of corruption...,…腐敗の…矢…
Talk/1240,Text,,唔……好痛……,Ugh... It hurts...,くっ…痛い…
Talk/1241,Text,,额啊……一定是尸姬的把戏……,Argh... This must be the Lady Zombie's trickery...,うわ…きっと屍姫の技ね…
Talk/1242,Text,,一笔勾销……,A stroke of erasure...,帳消しにしよう…
Talk/1243,Text,,罪孽……都是罪孽……,Sins... all these sins...,罪業よ…すべて罪業よ…
Talk/1244,Text,,尽情挥洒你的清浊之气吧，我的灵力，管够！,Unleash your pure and turbid energy as you will. I have more than enough mana for this!,その清濁の気を存分に扱いなさい、私の霊力に底なんぞない！
Talk/1245,Text,,呵呵，倘若将这些浊气全都塞入你的阴阳奇脉中，又如何呢？,Hehe... What if I stuffed all this miasma right into your Yin-Yang Veins?,ふふ、この濁気を全部そなたの陰陽奇脈に注いだら、どうなるのかしら？
Talk/1246,Text,,阴阳奇脉，可真是稀罕物……若是给我的孩子每人一个……,The Yin-Yang Veins are rare indeed... If only each of my children could have one...,陰陽奇脈、珍しいものね…我が子に一人ずつあげたら…
Talk/1247,Text,,啧……已经分不清了么……是时候把你牵出来遛遛了……,Tsk... Can't even tell anymore? Time to take you out on a leash...,ちっ…もう区別もつかないとはね…引きずり出して散歩させてやるかしら…
Talk/1248,Text,,想听你的惨叫了，能不能满足一下我呢~,I missed your screams... Mind satisfying it for me?,悲鳴が聞きたいわ、ちょっとだけ満足させてくれないかしら～
Talk/1249,Text,,呵呵，对对对，都是尸姬的阴谋，把他们带去冥狱吧……,"Hehe, yes, yes, it's all the Lady Zombie's scheme. Take them to the Abyssal Hell then…",ふふ、そうそう、全部この屍姫の企みよ、やつらを冥獄へ連れていきなさい…
Talk/125,Text,,……连续的春意…,... Unending spring...,…連なる春意…
Talk/1250,Text,,请……原谅我……,Please… forgive me…,どうか……許して……
Talk/1251,Text,,宽恕……,Mercy…,お許しを……
Talk/1252,Text,,神明……不……,O gods… no…,神よ……いや……
Talk/1253,Text,,呃啊……,Argh…,うがっ……
Talk/1254,Text,,这是我的罪责……,This is my sin to bear…,これが私の罪責だ……
Talk/1255,Text,,哼……不要用这种假惺惺的自虐来博取同情，已经受伤的人不会再回来了,Hmph… Don't use this false self-flagellation to seek sympathy. Those already wounded will not return.,ふん……こんな偽りの自虐で同情を引くな、傷ついた者はもう戻らん。
Talk/1256,Text,,就这么干等着你的罪业越来越大，而不做点什么吗？,"Will you just stand by and watch your sins grow, doing nothing?",ただじっとしていて、お前の罪業が大きくなるのを見ているだけか？何もしないのか？
Talk/1257,Text,,哼，亡羊补牢……我倒要看看，你这徒劳的努力，有什么用……,"Hmph, locking the stable door after the horse has bolted… Let's see what use your futile efforts are…",ふん、羊を亡くしてから囲いを直すか……さて、お前の無駄な努力が何の役に立つか見せてもらおう……
Talk/1258,Text,,向您……效忠……,My loyalty... is yours...,忠誠を…誓います…
Talk/1259,Text,,我永远是……您的宠物……,I am forever... your pet...,私は永久に…あなたのペットです…
Talk/126,Text,,……春的……回响……,... The echo... of spring...,…春の…響き…
Talk/1260,Text,,遵命……,As you command...,御意…
Talk/1261,Text,,额啊……愉悦……,Um... The joy...,あぁ…快感…
Talk/1262,Text,,唔嗯……,Mmph...,うぐぅ…
Talk/1263,Text,,请赐予……我痛苦,Grant me... pain...,苦しみを…与えてください…
Talk/1264,Text,,谢尸姬大人恩典…………,Thank you... for your grace...,感謝します…屍姫さま…
Talk/1265,Text,,魂归……尘土……,Souls... to dust...,魂は…塵へと…
Talk/1266,Text,,为您，扫清一切！,"Conquer all, for you!",すべてを、消してあげましょう！
Talk/1267,Text,,哼……真是忠诚的狗啊……现在，去咬他们吧……,Hmph… What a loyal dog… Now go and tear them apart...,ふん…忠実な犬だね…さあ、噛みついてきなさい…
Talk/1268,Text,,把这承受的痛苦一口气释放出来……看你能不能受的住~,To release all this pent-up agony in one go… Let's see if you can take it~,受けた苦しみを一気に放つとしたら…果たして堪えられるのかしらね～
Talk/1269,Text,,过来，我的宠物，这个是赏你的，哈哈……,"Come, my pet. This is your reward, haha…",おいで、我がペット、これは褒美よ、ふふ…
Talk/127,Text,,拉弓……中！,Draw... Hit!,弓を引いて…放て！
Talk/1270,Text,,尸姬姐姐~爱你哦~MUA~,My Lady~ Love you~ Mwah~,屍姫お姉様～大好き～チュッ
Talk/1271,Text,,求尸姬姐姐垂怜~,"Please, my Lady, have mercy~",可愛がってください～
Talk/1272,Text,,为姐姐献上精气~,"Vital essence just for you, my Lady~",お姉様に精気を捧げます～
Talk/1273,Text,,姐姐的旨意~,As you decree~,お姉様の思うままに～
Talk/1274,Text,,疼痛，也是情趣的一部分呢……,Pain... is part of the pleasure...,痛みも快楽の一部なのね…
Talk/1275,Text,,唔嗯……,Mmph...,んっ…
Talk/1276,Text,,缠满之风……要，抱紧哦……,Here comes the caressing wind... Hold on tight~,纏の風…しっかり抱きしめてね…
Talk/1277,Text,,来吧，与姐姐……快活一番~,Come to me... Revel with me~,さて、お姉様と…楽しもうね…
Talk/1278,Text,,啧……惺惺作态……,Tch... Hypocrite...,ちっ…ふざけた真似を…
Talk/1279,Text,,用尾巴来保命……当真是越活越回去了……,Saving your hides with your tails... You have stooped low...,尻尾で命を守るだなんて…本当に落ちぶれたものね…
Talk/128,Text,,灵力……汇聚于箭锋……,Mana... gathers at the arrowhead...,霊力を…矢じりに集めて…
Talk/1280,Text,,哈哈，这般抽干你尾巴的感觉……真是快活~,"Haha, to drain your tails dry like this... What bliss~",ふふ、尻尾を搾り尽くすというのは…気持ちいい～
Talk/1281,Text,,妖龙雨师……为您，献上一切……,"I, the Rain Master... pledge everything... to you...",大龍雨師…すべてを捧げます…
Talk/1282,Text,,漫行雨中……,Strolling in the rain...,雨の中を歩く…
Talk/1283,Text,,在雨中，长眠吧……,"Rest forever, in the rain...",雨の中で、永遠に眠れ…
Talk/1284,Text,,乖~该用药了……,Hush now~ It's time for your medicine~,いい子ね～お薬の時間ですわ…
Talk/1285,Text,,嗯啊……,Hmm...,んぁ…
Talk/1286,Text,,无根之水，沉堕之渊……,"Rootless water, sunken abyss...",無根水よ、堕落の淵へ…
Talk/1287,Text,,来与我下水嬉戏一番吧~,"Come, play with me in the water~",あたしと水の極楽へ行きましょう～
Talk/1288,Text,,云岚~向主人致敬……,Cloud Mist~ salutes the master...,雲嵐～ご主人様に敬意を…
Talk/1289,Text,,尸姬大人，快把他们统统打飞吧~,"My Lady, let's send them flying!",屍姫さま、全部ぶっ飛ばして～
Talk/129,Text,,……万物……归春！,... All things... return to spring!,…万物…春に還る！
Talk/1290,Text,,魔蛟，饿了……,The Demonic Wyrm hungers...,小蛟、お腹すいた…
Talk/1291,Text,,成为我的食粮吧……,Become my food...,私の餌食になって…
Talk/1292,Text,,啊……,Ah...,ああ…
Talk/1293,Text,,噫~讨厌……,Eww~ How annoying...,ふん～いやん…
Talk/1294,Text,,索心……贯穿！,Heart Seeker... penetrate!,索心…貫け！
Talk/1295,Text,,哼哼，来与我云雨一番吧！,"Hmph, come join me for the pleasure!",ふふ…今宵は私の花を咲かせてちょうだい？
Talk/1296,Text,,……,...,…
Talk/1297,Text,,神明……为您……效忠……,A goddess... My loyalty... is yours...,神明…忠誠…誓う…
Talk/1298,Text,,阴阳……汇聚……,Yin and Yang... Converge...,陰陽…集いし…
Talk/1299,Text,,消散吧……,Evanish...,消えよ…
Talk/13,Text,,白费……力气……,Wasted... effort...,無駄…だ…
Talk/130,Text,,……吾乃……春神之使……,... I am... The Spring Goddess's herald...,…私は…春神の使い…
Talk/1300,Text,,汝……当归去……,Thou... shalt depart...,汝…帰るべし…
Talk/1301,Text,,唔……流失……,Mm... A leak...,くっ…流れる…
Talk/1302,Text,,未来……已来……,The future... has arrived...,未来…来たれり…
Talk/1303,Text,,本源之息……汇聚于此……,Breath of origin... converge here...,本源の息…集まる…
Talk/1304,Text,,小宠物，是时候欣赏一下你们的翻云覆雨了…,"My little pets, it's time to showcase your lustful plays...",ペットちゃん、あんたらの歓楽を見せてちょうだい…
Talk/1305,Text,,呵呵，真是丰饶的雨水……正好，给所有人都浇灌一番,"Hehe... Such bountiful rain... Perfect, let us give everyone a thorough soaking",ふふ、なんて豊かな雨…ちょうどいい、みんなに降り注いであげよう。
Talk/1306,Text,,细水长流……真是，别有一番风味……,"A gentle, steady stream... It truly holds... a unique charm...",細く長く流れる…本当に、また格別な風情ね…
Talk/1307,Text,,呵呵，你姐姐可真美味呀…现在，轮到你了…,"Hehe... Your sister was delicious... Now, it's your turn...",ふふ、お姉ちゃんは美味しいわ…さあ、あなたの番ね…
Talk/1308,Text,,小家伙这条尾巴，可真是迷人呢……,"This little tail of yours, is truly gorgeous...",この尻尾、可愛いわ…
Talk/1309,Text,,哈哈哈……真是别有一番风味，小家伙不妨把你的尾巴缠的再紧一些……,Hahaha... How amusing. Why don't you wrap that tail of yours a little tighter?,ふふふ…別格の風情ね、その尻尾をもっときつく締めなさい…
Talk/131,Text,,春神有令……回春！,By the Spring Goddess's command... Revive!,春神がご命令…甦れ！
Talk/1310,Text,,啧……已经不会说话了么……无趣……,Tsk... Can't speak already? What a bore...,ちっ…もう口もきけないとは…退屈ね…
Talk/1311,Text,,你这玉镇神魂有损，不如，借我增益一番~,"Your Jade Seal holds a broken spirit... Better lend it to me, for some enchanting~",この玉鎮の魂は壊れた。なら、私の力となりなさい～
Talk/1312,Text,,凡人的躯壳……啧……真是不堪把玩……,Mortals' bodies... Tch... Too fragile to play with...,凡人の殻…ちっ…脆いものね…
Talk/1313,Text,,所谓天地有灵……谁拳头大，这灵便听谁的…,"The cosmic will, you say? Whoever has the biggest fist, the will obeys...",いわゆる天地に霊あり…拳が強い者の言いなりだわ…
Talk/1314,Text,,本源之阴…恐怕这世上没几个凡人受的住吧…,The primordial Yin essence... I'm afraid few mortals can even harbor it...,本源の陰…この世に耐えられる凡人などさほどおらぬでしょうに…
Talk/1315,Text,,元阳之力，真诱人…可惜，对我已经无用了…,"The primordial Yang essence, how enticing... Pity, it is useless to me now...",元陽の力、いいね…残念ながら私には使いようもないわ…
Talk/1316,Text,,尸姬，归来吧……,Return to me... Lady Zombie...,屍姫さま、お帰りください…
Talk/1317,Text,,披上旧日的华裳，你仍是万物复苏的春……,Don the attire of old... You may yet be the spring of revival...,昔の衣を纏い、あなたは蘇生の春なり…
Talk/1318,Text,,呵……所谓神明的衣服，我早就穿腻了。,Heh... Divine garments? I grew tired of them long ago.,ふ…神の衣など、もう飽きてきたわ
Talk/1319,Text,,是时候，换件新衣服了……,"It is time, to change into something new...",さて、新しい服に着替えよう…
Talk/132,Text,,箭……来……,Arrows... come...,矢よ…来い…
Talk/1320,Text,,万物……归春……,All creations... return to spring...,…万物よ…春に還りなさい！
Talk/1321,Text,,复苏吧……,Revive...,甦れ…
Talk/1322,Text,,生死……轮回……,Life and death... complete the circle...,生死…輪廻…
Talk/1323,Text,,尸姬……神明……,Lady Zombie... A deity...,屍姫…神明…
Talk/1324,Text,,啧……真是……有趣的故人啊……,"Tsk... An old friend... interesting, indeed...",ちっ…本当に…面白い旧友ね…
Talk/1325,Text,,罢了，你们解脱吧……,"Whatever, you are free now...",いいわ、楽にしてあげよう…
Talk/1326,Text,,岩石……碎裂……,The rock... shatters...,岩石…砕けろ…
Talk/1327,Text,,震荡……眩晕……,Shockwave... Stun...,振動…めまい…
Talk/1328,Text,,疼痛……遗忘……,Pain... Forgot...,痛み…忘却…
Talk/1329,Text,,咕咕咕~,Caw-caw-caw~,カーカー
Talk/133,Text,,搭弓，中！,Draw... and hit!,構え、放て！
Talk/1330,Text,,尸姬，还记得你的护卫吗……,"Lady Zombie, remember your guardians...?",屍姫さま、護衛を覚えていますか…
Talk/1331,Text,,啧……我对这无聊的回忆没什么兴趣……,Tsk... I have no interest in these worthless memories...,ちっ…そんなくだらない記憶に興味ないわ…
Talk/1332,Text,,历史的幽灵么……真是熟悉,The specter of history... How familiar,歴史の幽霊か…懐かしい
Talk/1333,Text,,我可是刚刚收藏了一个你的后辈呢~,I've just added one of your juniors to my collection~,あんたの後輩を手に入れたところよ～
Talk/1334,Text,,时光……咳咳……不会忘记您……,Time... cough... will never forget you...,時は…ゴホッ…あなたを忘れませぬ…
Talk/1335,Text,,归来吧……春日的神明……,Return... Oh goddess of spring...,お帰りなさい…春日の神よ…
Talk/1336,Text,,时光……流转……,Time... flows on...,時が…流転する…
Talk/1337,Text,,亡者……归去吧………,The departed... shall rest...,亡き者よ…帰りなさい…
Talk/1338,Text,,岁月……抚平一切……,Time... will heal all...,歳月は…すべてを癒す…
Talk/1339,Text,,神应当爱着世人……,A goddess shall love mankind...,神は世を愛するべき…
Talk/134,Text,,吾乃……灵弓之主,I am... master of the spiritual bow,私は…雷矢の主
Talk/1340,Text,,呵呵，世间众生，不过是我的盘中食粮罢了…,Love? All lives are nothing but food on my platter...,世の衆生など、所詮は私の糧に過ぎないわ……
Talk/1341,Text,,生长……复苏……,Grow... revive...,成長…蘇生…
Talk/1342,Text,,这次又是那段回忆？万妖山的故人么……,Which memory is this again? An old face from Mount Monsters...?,またあの記憶？万妖山の旧友か…
Talk/1343,Text,,嗷呜……肚子饿饿……,"Awooo... My tummy, so hungry...",グゥ…腹ぺこ…
Talk/1344,Text,,有趣，如记忆中的一样贪吃呢……,"Interesting, it's as gluttonous as I remembered...",面白い、記憶通りに食いしん坊ね…
Talk/1345,Text,,新鲜的食材！,Fresh food!,新鮮な食材！
Talk/1346,Text,,欸……坏东西！,Hey... You are bad!,もう…悪いやつ！
Talk/1347,Text,,嗷呜……我！要！吃！肉！,Awooo... I! WANT! MEAT!,ウォ…お・肉・食・べ・た・い！
Talk/1348,Text,,尸姬……可曾记得这些凡人……,Lady Zombie... Do you remember these mortals?,屍姫…この凡人たちを覚えているか…
Talk/1349,Text,,这段回忆……呵呵……,This memory... Hehe...,この記憶…ふふ…
Talk/135,Text,,咔咔咔（牙齿咀嚼声）,Crunch crunch crunch (teeth chewing),ガリガリ（歯で噛み砕く音）
Talk/1350,Text,,想看我再次击败这两个手下败将么……,Want to watch me crush these two losers again?,この負け犬たちがもう一度倒されるのが見たいの…
Talk/1351,Text,,喝啊！,Haaah!,はぁっ！
Talk/1352,Text,,哼！接招吧！,Hmph! Take this!,ふん！喰らえ！
Talk/1353,Text,,头晕，是正常的！,Feeling dizzy? You should be!,めまいがするのは、当たり前だ！
Talk/1354,Text,,碎！颅！,Crush! Skull!,顱！砕！
Talk/1355,Text,,热血……沸腾起来了！,My blood... is boiling!,血が…湧いてきた！
Talk/1356,Text,,喝！看招！,Hah! Now take this!,はっ！喰らえ！
Talk/1357,Text,,令曰，攻！,"Heed my order, attack!",令曰く、攻めよ！
Talk/1358,Text,,诸君听令！,"Everyone, attention!",命令だ！
Talk/1359,Text,,汝等，当罚！,"All of you, are guilty!",罰を受けよ！
Talk/136,Text,,咔咔咔（牙齿咀嚼声）,Crunch crunch crunch (teeth chewing),ガリガリ（歯で噛み砕く音）
Talk/1360,Text,,退下！,Stand down!,下がれ！
Talk/1361,Text,,斩！立！决！,EXECUTE! THEM! NOW!,即！斬！
Talk/1362,Text,,记忆中的花仙……啧，怎么如此污秽……,The Flower Faerie... Tsk... I didn't remember you to be so filthy...,記憶の花仙…ちっ、なんて汚らわしい…
Talk/1363,Text,,请您……重回……神位……,Please... return... to your divine seat...,神位に…お戻り…ください…
Talk/1364,Text,,腐朽……绽放……,Rot... and bloom...,腐敗が…咲く…
Talk/1365,Text,,复苏吧……我的种子……,Revive... My seeds...,甦れ…我が種…
Talk/1366,Text,,生机与繁衍……,Life... and reproduction...,生気と繁殖…
Talk/1367,Text,,我已经厌倦了……,I'm bored of this...,もう飽きてきたわ…
Talk/1368,Text,,厌倦？我的孩子们可永远不会厌倦！,Bored? My brood is only getting started!,飽きる？我が子は永遠に飽きないのよ！
Talk/1369,Text,,啧……扭曲的东西，消失吧……,Tsk... You wretch... Out of my sight...,ちっ…歪んだものめ、消えなさい…
Talk/137,Text,,咔咔咔（牙齿咀嚼声）,Crunch crunch crunch (teeth chewing),ガリガリ（歯で噛み砕く音）
Talk/1370,Text,,侵蚀天道！,Corrupt the Way!,天道侵蝕！
Talk/1371,Text,,成为我孩子们的养分吧！,Be nourishment for my brood!,我が子たちの養分となるがいい！
Talk/1372,Text,,出来吧，我的孩儿们……,"Come forth, my little ones...",いでよ、我が子たちよ…
Talk/1373,Text,,凡人是很脆弱的，你要克己复礼，斩去三尸，方能重回神位……,"Mortals are fragile. To reclaim your divine seat, you must practice self-restraint, restore the rites, and sever the Three Egos...",凡人は弱い、己の欲を抑え、三屍を斬り、さすれば神位に戻れる…
Talk/1374,Text,,斩去？为何要斩？这些欲念，才是永恒中仅存的欢愉……,Sever them? Why should I? These desires are the only joy left in eternity...,斬る？なぜ斬る？これらの欲望こそ、永遠の中に残された唯一の歓び…
Talk/1375,Text,,罢了罢了，这斩三尸的游戏，我有些玩腻了…,Whatever. I'm tired of this game of tri-severing anyway...,もういい、この三屍を斬る遊びなんて、飽きてきたわ…
Talk/1376,Text,,是时候结束一切了……,It's time to end it all...,すべてを終わらせよう…
Talk/1377,Text,,春雷……划过长夜！,Spring Thunder... breach the night!,春雷…長い夜を切り裂け！
Talk/1378,Text,,雷声阵阵……,The thunder roars...,雷よ、轟け…
Talk/1379,Text,,苏醒吧，世间的生灵……,Awaken... living souls of this world...,目覚めよ、世間の生霊よ…
Talk/138,Text,,桀桀桀（诡异的笑声）,Heh heh heh (sinister laughter),ギャハハハッ！（不気味な笑い声）
Talk/1380,Text,,万物，归春……,"All creations, return to spring...",万物、春に還れ…
Talk/1381,Text,,万古春在，青叶长开……,The eternal spring abides evergreen leaves...,万古の春はあり、青葉は長く咲く…
Talk/1382,Text,,时间与岁月……真是想起了一位故人呢……,Time and passing years... Brings an old friend to mind...,時間と歳月…旧友を思い出すね…
Talk/1383,Text,,倘若我将你复活过来，那一定很有趣……,If I were to bring you back to life... that would be amusing...,あなたを蘇らせたら、面白いでしょうね…
Talk/1384,Text,,(尸姬略施法力，雕像裂开，变成大万事录),"(The Lady Zombie casts a spell, and the statue cracks open, materializing the Grand Encyclopaedia)",（屍姫が呪文をかけると、彫像が割れ、大時詠みに変わる）
Talk/1385,Text,,嗯？这是……何时年岁……,Hm? What era... might this be?,うん？これは…いつの時代だ…
Talk/1386,Text,,(使用岁月之力查看历史),(Using the power of time to review history),（歳月の力で歴史を見る）
Talk/1387,Text,,啊……原来如此……历史已经告诉我了……,Ah... I see... This is how history goes...,ふむ…なるほど…歴史が教えてくれた…
Talk/1388,Text,,向您效忠……春神大人……,My loyalty is yours... Spring Goddess...,春神さま…忠誠を誓います…
Talk/1389,Text,,真是无聊的回忆……不过倒提醒我了……,What a boring memory... But it does remind me...,退屈な記憶ね…でも思い出させてくれた…
Talk/139,Text,,咔嚓咔嚓（牙齿碰撞声）,Snap creak (teeth chattering),ゴリゴリ（歯がぶつかり合う音）
Talk/1390,Text,,我曾经的山神，现在在哪里呢？,"My former mountain god, where are you now?",私のかつての山神、今はどこだろうね？
Talk/1391,Text,,(尸姬略施法力，找到了曾经的万妖山山神),(The Lady Zombie casts a spell and locates the former god of Mount Monsters),（屍姫が呪文をかけると、かつての万妖山の山神を見つける）
Talk/1392,Text,,啧……还真是毫不意外呢……,Tch... Why am I not surprised?,ちっ…案の定、ね…
Talk/1393,Text,,ZZZ……（睡觉声）,Zzz... (Snoring softly),ZZZ…（寝息）
Talk/1394,Text,,(使用法力，尝试将她唤醒),(Channeling mana to wake her),（呪文を使い、呼び起こそうとする）
Talk/1395,Text,,阿巴阿巴……别闹，痒……,"Makka... Pakka... Stop it, that tickles...",むにゃむにゃ…やめて、くすぐったいよ…
Talk/1396,Text,,ZZZ……（睡觉声）,Zzz... (Snoring softly),ZZZ…（寝息）
Talk/1397,Text,,啊！讨厌！谁在烦老子睡觉！,Ah! Get away! Who the hell is waking me up?!,ああ！もう！邪魔しないでよ！
Talk/1398,Text,,欸……春神大人……不……呃……,Huh...? Lady Spring Goddess...? No... urk...,あれ…春神さま…いいえ…ええ…
Talk/1399,Text,,啊！！！,Ahh!!!,あ——！
Talk/14,Text,,,,
Talk/140,Text,,咔嚓咔嚓（骨骼碰撞声）,Click-clack (bones chattering),ガチャガチャ（骨がぶつかり合う音）
Talk/1400,Text,,彻底清醒）阿巴阿巴（支支吾吾）……我，我没有偷懒，一直在努力工作喵……,"(Fully sober) I, uhh (babbling)... I wasn't slacking off! I've been working hard, meow...",（目を覚ます）ええっと…サ、サボってないよ、ずっと頑張ってるのよ…
Talk/1401,Text,,有什么需要请吩咐喵……,"I'm at your service, meow...",ご用があれば、なんでも言って…
Talk/1402,Text,,咳……额……请……重回，神位……,Cough... gasp... Please... return... to your divine seat...,ゴホッ…ええ…どうぞ…神位にお戻りに…
Talk/1403,Text,,所谓三尸这种凡人臆想出来的概念,"The so-called 'Three Egos', this concept imagined by mortals...",三屍など凡人に想像されしもの。
Talk/1404,Text,,我一直很好奇，我真的存在三尸么……,"I've always been curious, do I truly have the Three Egos?",興味あるね、私に三屍など存在するのか…
Talk/1405,Text,,倘若不存在，那你又是什么呢……（用力掐紧）,If I don't... then what are you...? (Tightens grip),存在しないのなら、あなたは何なのだ…（力いっぱいに掴み締める）
Talk/1406,Text,,额啊…我…是你…春神…最后一丝…善念…,Ghh... I am... you... Spring Goddess's... last... shred of kindness...,ぐっ…我は…あなた…春神…最後の…善意…
Talk/1407,Text,,哼……执念么……有趣……,Hmph... An obsession...? Interesting...,ふん…執念か…面白い…
Talk/1408,Text,,(残影昏迷过去，脖子一歪),"(The vestige falls unconscious, her head slumping to the side)",（残影が気を失う）
Talk/1409,Text,,既然是我的执念，那便为我所用吧……,Since you are my obsession... then you shall submit to my will...,我が執念ならば、我に仕えよ…
Talk/141,Text,,咔哒咔哒（骨骼弹响）,Crackle crack (bones snapping),ゴキゴキ（骨の関節が鳴る音）
Talk/1410,Text,,(残影身体绷紧，七窍灌入青色的灵力),(The vestige collapses to the ground as cyan spiritual energy pours into her seven orifices),(残影は体を強張らせ、七孔に青い霊力が注ぎ込まれる)
Talk/1411,Text,,遵命……主人……,As you command... Master...,御意…主さま…
Talk/1412,Text,,赤龙睚眦，为您效命！,"Yazi the Red Dragon, at your command!",赤龍睚眦、命のままに！
Talk/1413,Text,,敬天地，敬春神……,"True to the world, true to the Spring Goddess...",天地に敬意を、春神に敬意を…
Talk/1414,Text,,死来！,Die!,死ね！
Talk/1415,Text,,讨厌的东西……给我去死！,Vile pests... Die!,嫌なやつ…死ね！
Talk/1416,Text,,睚眦，记住你了！,Yazi has remembered you!,この睚眦、忘れるもんですか！
Talk/1417,Text,,我记住你了，等死吧！,"I've remembered you, your life is forfeit!",その面覚えたわよ！首を洗って待ってなさい！
Talk/1418,Text,,咳咳……岁月如春……,Cough... cough... The years flow like spring...,ゴホッ…歳月は春の如し…
Talk/1419,Text,,时光，未曾改变……,Time... never changes...,時は、変わらない…
Talk/142,Text,,咔哒咔哒（骨骼弹响）,Crackle crack (bones snapping),ゴキゴキ（骨の関節が鳴る音）
Talk/1420,Text,,遗忘吧……,Let it fade...,忘れよ…
Talk/1421,Text,,归于昨日…,Return to yesterday...,往日に帰れ…
Talk/1422,Text,,嗯……咳咳……,"Mmh... cough, cough...",うん…ゴホッ…
Talk/1423,Text,,化为历史的尘埃吧……,Turn into dust of history...,歴史の塵となれ…
Talk/1424,Text,,岁月之力，供您指使……,"The power of Time, at your command...",歳月の力、意のままに…
Talk/1425,Text,,时光……在指尖流淌……,Time... slips through fingertips...,時が…指先を流る…
Talk/1426,Text,,万古春在，青叶长开……,The eternal spring abides evergreen leaves...,万古の春はあり、青葉は長く咲く…
Talk/1427,Text,,春回大地……,Spring returns to earth...,大地に春が戻る…
Talk/1428,Text,,汝等，重回轮回……,Back to reincarnation with you...,汝ら、輪廻へ還れ…
